,Residence State,Residence State Code,Month,Month Code,Underlying Cause of death,Underlying Cause of death Code,Deaths,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code
982,Arizona,4,"Sep., 2019",2019/09,0,0,576,Ischaemic heart diseases,I20-I25
983,Arizona,4,"Sep., 2019",2019/09,Acute subendocardial myocardial infarction,I21.4,15,0,0
984,Arizona,4,"Sep., 2019",2019/09,"Acute myocardial infarction, unspecified",I21.9,108,0,0
985,Arizona,4,"Sep., 2019",2019/09,"Atherosclerotic cardiovascular disease, so described",I25.0,113,0,0
986,Arizona,4,"Sep., 2019",2019/09,Atherosclerotic heart disease,I25.1,277,0,0
987,Arizona,4,"Sep., 2019",2019/09,Ischaemic cardiomyopathy,I25.5,23,0,0
988,Arizona,4,"Sep., 2019",2019/09,"Chronic ischaemic heart disease, unspecified",I25.9,32,0,0
989,Arizona,4,"Oct., 2019",2019/10,0,0,583,Ischaemic heart diseases,I20-I25
990,Arizona,4,"Oct., 2019",2019/10,"Acute myocardial infarction, unspecified",I21.9,122,0,0
991,Arizona,4,"Oct., 2019",2019/10,"Atherosclerotic cardiovascular disease, so described",I25.0,119,0,0
992,Arizona,4,"Oct., 2019",2019/10,Atherosclerotic heart disease,I25.1,286,0,0
993,Arizona,4,"Oct., 2019",2019/10,Ischaemic cardiomyopathy,I25.5,10,0,0
994,Arizona,4,"Oct., 2019",2019/10,"Chronic ischaemic heart disease, unspecified",I25.9,33,0,0
995,Arizona,4,"Nov., 2019",2019/11,0,0,657,Ischaemic heart diseases,I20-I25
996,Arizona,4,"Nov., 2019",2019/11,Acute subendocardial myocardial infarction,I21.4,10,0,0
997,Arizona,4,"Nov., 2019",2019/11,"Acute myocardial infarction, unspecified",I21.9,135,0,0
998,Arizona,4,"Nov., 2019",2019/11,"Atherosclerotic cardiovascular disease, so described",I25.0,132,0,0
999,Arizona,4,"Nov., 2019",2019/11,Atherosclerotic heart disease,I25.1,310,0,0
1000,Arizona,4,"Nov., 2019",2019/11,Ischaemic cardiomyopathy,I25.5,28,0,0
1001,Arizona,4,"Nov., 2019",2019/11,"Chronic ischaemic heart disease, unspecified",I25.9,34,0,0
1002,Arizona,4,"Dec., 2019",2019/12,0,0,652,Ischaemic heart diseases,I20-I25
1003,Arizona,4,"Dec., 2019",2019/12,Acute subendocardial myocardial infarction,I21.4,10,0,0
1004,Arizona,4,"Dec., 2019",2019/12,"Acute myocardial infarction, unspecified",I21.9,146,0,0
1005,Arizona,4,"Dec., 2019",2019/12,"Atherosclerotic cardiovascular disease, so described",I25.0,132,0,0
1006,Arizona,4,"Dec., 2019",2019/12,Atherosclerotic heart disease,I25.1,303,0,0
1007,Arizona,4,"Dec., 2019",2019/12,Ischaemic cardiomyopathy,I25.5,20,0,0
1008,Arizona,4,"Dec., 2019",2019/12,"Chronic ischaemic heart disease, unspecified",I25.9,29,0,0
1009,Arizona,4,"Jan., 2020",2020/01,0,0,742,Ischaemic heart diseases,I20-I25
1010,Arizona,4,"Jan., 2020",2020/01,Acute subendocardial myocardial infarction,I21.4,12,0,0
1011,Arizona,4,"Jan., 2020",2020/01,"Acute myocardial infarction, unspecified",I21.9,150,0,0
1012,Arizona,4,"Jan., 2020",2020/01,"Atherosclerotic cardiovascular disease, so described",I25.0,165,0,0
1013,Arizona,4,"Jan., 2020",2020/01,Atherosclerotic heart disease,I25.1,362,0,0
1014,Arizona,4,"Jan., 2020",2020/01,Ischaemic cardiomyopathy,I25.5,22,0,0
1015,Arizona,4,"Jan., 2020",2020/01,"Chronic ischaemic heart disease, unspecified",I25.9,26,0,0
1016,Arizona,4,"Feb., 2020",2020/02,0,0,659,Ischaemic heart diseases,I20-I25
1017,Arizona,4,"Feb., 2020",2020/02,Acute subendocardial myocardial infarction,I21.4,13,0,0
1018,Arizona,4,"Feb., 2020",2020/02,"Acute myocardial infarction, unspecified",I21.9,131,0,0
1019,Arizona,4,"Feb., 2020",2020/02,"Atherosclerotic cardiovascular disease, so described",I25.0,141,0,0
1020,Arizona,4,"Feb., 2020",2020/02,Atherosclerotic heart disease,I25.1,303,0,0
1021,Arizona,4,"Feb., 2020",2020/02,Ischaemic cardiomyopathy,I25.5,22,0,0
1022,Arizona,4,"Feb., 2020",2020/02,"Chronic ischaemic heart disease, unspecified",I25.9,38,0,0
1023,Arizona,4,"Mar., 2020",2020/03,0,0,742,Ischaemic heart diseases,I20-I25
1024,Arizona,4,"Mar., 2020",2020/03,Acute subendocardial myocardial infarction,I21.4,10,0,0
1025,Arizona,4,"Mar., 2020",2020/03,"Acute myocardial infarction, unspecified",I21.9,139,0,0
1026,Arizona,4,"Mar., 2020",2020/03,"Acute ischaemic heart disease, unspecified",I24.9,11,0,0
1027,Arizona,4,"Mar., 2020",2020/03,"Atherosclerotic cardiovascular disease, so described",I25.0,149,0,0
1028,Arizona,4,"Mar., 2020",2020/03,Atherosclerotic heart disease,I25.1,365,0,0
1029,Arizona,4,"Mar., 2020",2020/03,Ischaemic cardiomyopathy,I25.5,21,0,0
1030,Arizona,4,"Mar., 2020",2020/03,"Chronic ischaemic heart disease, unspecified",I25.9,40,0,0
1031,Arizona,4,"Apr., 2020",2020/04,0,0,696,Ischaemic heart diseases,I20-I25
1032,Arizona,4,"Apr., 2020",2020/04,Acute subendocardial myocardial infarction,I21.4,11,0,0
1033,Arizona,4,"Apr., 2020",2020/04,"Acute myocardial infarction, unspecified",I21.9,141,0,0
1034,Arizona,4,"Apr., 2020",2020/04,"Atherosclerotic cardiovascular disease, so described",I25.0,133,0,0
1035,Arizona,4,"Apr., 2020",2020/04,Atherosclerotic heart disease,I25.1,335,0,0
1036,Arizona,4,"Apr., 2020",2020/04,Ischaemic cardiomyopathy,I25.5,31,0,0
1037,Arizona,4,"Apr., 2020",2020/04,"Chronic ischaemic heart disease, unspecified",I25.9,37,0,0
1038,Arizona,4,"May, 2020",2020/05,0,0,639,Ischaemic heart diseases,I20-I25
1039,Arizona,4,"May, 2020",2020/05,Acute subendocardial myocardial infarction,I21.4,12,0,0
1040,Arizona,4,"May, 2020",2020/05,"Acute myocardial infarction, unspecified",I21.9,123,0,0
1041,Arizona,4,"May, 2020",2020/05,"Atherosclerotic cardiovascular disease, so described",I25.0,141,0,0
1042,Arizona,4,"May, 2020",2020/05,Atherosclerotic heart disease,I25.1,305,0,0
1043,Arizona,4,"May, 2020",2020/05,Ischaemic cardiomyopathy,I25.5,21,0,0
1044,Arizona,4,"May, 2020",2020/05,"Chronic ischaemic heart disease, unspecified",I25.9,26,0,0
1045,Arizona,4,"Jun., 2020",2020/06,0,0,745,Ischaemic heart diseases,I20-I25
1046,Arizona,4,"Jun., 2020",2020/06,Acute subendocardial myocardial infarction,I21.4,14,0,0
1047,Arizona,4,"Jun., 2020",2020/06,"Acute myocardial infarction, unspecified",I21.9,138,0,0
1048,Arizona,4,"Jun., 2020",2020/06,"Atherosclerotic cardiovascular disease, so described",I25.0,162,0,0
1049,Arizona,4,"Jun., 2020",2020/06,Atherosclerotic heart disease,I25.1,356,0,0
1050,Arizona,4,"Jun., 2020",2020/06,Ischaemic cardiomyopathy,I25.5,31,0,0
1051,Arizona,4,"Jun., 2020",2020/06,"Chronic ischaemic heart disease, unspecified",I25.9,34,0,0
1052,Arizona,4,"Jul., 2020",2020/07,0,0,819,Ischaemic heart diseases,I20-I25
1053,Arizona,4,"Jul., 2020",2020/07,"Acute myocardial infarction, unspecified",I21.9,157,0,0
1054,Arizona,4,"Jul., 2020",2020/07,"Acute ischaemic heart disease, unspecified",I24.9,12,0,0
1055,Arizona,4,"Jul., 2020",2020/07,"Atherosclerotic cardiovascular disease, so described",I25.0,192,0,0
1056,Arizona,4,"Jul., 2020",2020/07,Atherosclerotic heart disease,I25.1,388,0,0
1057,Arizona,4,"Jul., 2020",2020/07,Ischaemic cardiomyopathy,I25.5,26,0,0
1058,Arizona,4,"Jul., 2020",2020/07,"Chronic ischaemic heart disease, unspecified",I25.9,32,0,0
1059,Arizona,4,"Aug., 2020",2020/08,0,0,700,Ischaemic heart diseases,I20-I25
1060,Arizona,4,"Aug., 2020",2020/08,Acute subendocardial myocardial infarction,I21.4,15,0,0
1061,Arizona,4,"Aug., 2020",2020/08,"Acute myocardial infarction, unspecified",I21.9,153,0,0
1062,Arizona,4,"Aug., 2020",2020/08,"Acute ischaemic heart disease, unspecified",I24.9,11,0,0
1063,Arizona,4,"Aug., 2020",2020/08,"Atherosclerotic cardiovascular disease, so described",I25.0,143,0,0
1064,Arizona,4,"Aug., 2020",2020/08,Atherosclerotic heart disease,I25.1,327,0,0
1065,Arizona,4,"Aug., 2020",2020/08,Ischaemic cardiomyopathy,I25.5,21,0,0
1066,Arizona,4,"Aug., 2020",2020/08,"Chronic ischaemic heart disease, unspecified",I25.9,29,0,0
1067,Arizona,4,"Sep., 2020",2020/09,0,0,661,Ischaemic heart diseases,I20-I25
1068,Arizona,4,"Sep., 2020",2020/09,Acute subendocardial myocardial infarction,I21.4,14,0,0
1069,Arizona,4,"Sep., 2020",2020/09,"Acute myocardial infarction, unspecified",I21.9,143,0,0
1070,Arizona,4,"Sep., 2020",2020/09,"Atherosclerotic cardiovascular disease, so described",I25.0,133,0,0
1071,Arizona,4,"Sep., 2020",2020/09,Atherosclerotic heart disease,I25.1,309,0,0
1072,Arizona,4,"Sep., 2020",2020/09,Ischaemic cardiomyopathy,I25.5,28,0,0
1073,Arizona,4,"Sep., 2020",2020/09,"Chronic ischaemic heart disease, unspecified",I25.9,25,0,0
1074,Arizona,4,"Oct., 2020",2020/10,0,0,655,Ischaemic heart diseases,I20-I25
1075,Arizona,4,"Oct., 2020",2020/10,Acute subendocardial myocardial infarction,I21.4,16,0,0
1076,Arizona,4,"Oct., 2020",2020/10,"Acute myocardial infarction, unspecified",I21.9,135,0,0
1077,Arizona,4,"Oct., 2020",2020/10,"Atherosclerotic cardiovascular disease, so described",I25.0,133,0,0
1078,Arizona,4,"Oct., 2020",2020/10,Atherosclerotic heart disease,I25.1,321,0,0
1079,Arizona,4,"Oct., 2020",2020/10,Ischaemic cardiomyopathy,I25.5,18,0,0
1080,Arizona,4,"Oct., 2020",2020/10,"Chronic ischaemic heart disease, unspecified",I25.9,24,0,0
1081,Arizona,4,"Nov., 2020",2020/11,0,0,704,Ischaemic heart diseases,I20-I25
1082,Arizona,4,"Nov., 2020",2020/11,Acute subendocardial myocardial infarction,I21.4,23,0,0
1083,Arizona,4,"Nov., 2020",2020/11,"Acute myocardial infarction, unspecified",I21.9,146,0,0
1084,Arizona,4,"Nov., 2020",2020/11,"Atherosclerotic cardiovascular disease, so described",I25.0,115,0,0
1085,Arizona,4,"Nov., 2020",2020/11,Atherosclerotic heart disease,I25.1,364,0,0
1086,Arizona,4,"Nov., 2020",2020/11,Ischaemic cardiomyopathy,I25.5,28,0,0
1087,Arizona,4,"Nov., 2020",2020/11,"Chronic ischaemic heart disease, unspecified",I25.9,21,0,0
1088,Arizona,4,"Dec., 2020",2020/12,0,0,830,Ischaemic heart diseases,I20-I25
1089,Arizona,4,"Dec., 2020",2020/12,Acute subendocardial myocardial infarction,I21.4,16,0,0
1090,Arizona,4,"Dec., 2020",2020/12,"Acute myocardial infarction, unspecified",I21.9,178,0,0
1091,Arizona,4,"Dec., 2020",2020/12,"Acute ischaemic heart disease, unspecified",I24.9,10,0,0
1092,Arizona,4,"Dec., 2020",2020/12,"Atherosclerotic cardiovascular disease, so described",I25.0,135,0,0
1093,Arizona,4,"Dec., 2020",2020/12,Atherosclerotic heart disease,I25.1,431,0,0
1094,Arizona,4,"Dec., 2020",2020/12,Ischaemic cardiomyopathy,I25.5,33,0,0
1095,Arizona,4,"Dec., 2020",2020/12,"Chronic ischaemic heart disease, unspecified",I25.9,21,0,0
1096,Arizona,4,"Jan., 2021",2021/01,0,0,834,Ischaemic heart diseases,I20-I25
1097,Arizona,4,"Jan., 2021",2021/01,Acute subendocardial myocardial infarction,I21.4,19,0,0
1098,Arizona,4,"Jan., 2021",2021/01,"Acute myocardial infarction, unspecified",I21.9,175,0,0
1099,Arizona,4,"Jan., 2021",2021/01,"Acute ischaemic heart disease, unspecified",I24.9,10,0,0
1100,Arizona,4,"Jan., 2021",2021/01,"Atherosclerotic cardiovascular disease, so described",I25.0,163,0,0
1101,Arizona,4,"Jan., 2021",2021/01,Atherosclerotic heart disease,I25.1,407,0,0
1102,Arizona,4,"Jan., 2021",2021/01,Ischaemic cardiomyopathy,I25.5,27,0,0
1103,Arizona,4,"Jan., 2021",2021/01,"Chronic ischaemic heart disease, unspecified",I25.9,30,0,0
1104,Arizona,4,"Feb., 2021",2021/02,0,0,626,Ischaemic heart diseases,I20-I25
1105,Arizona,4,"Feb., 2021",2021/02,"Acute myocardial infarction, unspecified",I21.9,147,0,0
1106,Arizona,4,"Feb., 2021",2021/02,"Atherosclerotic cardiovascular disease, so described",I25.0,128,0,0
1107,Arizona,4,"Feb., 2021",2021/02,Atherosclerotic heart disease,I25.1,290,0,0
1108,Arizona,4,"Feb., 2021",2021/02,Ischaemic cardiomyopathy,I25.5,18,0,0
1109,Arizona,4,"Feb., 2021",2021/02,"Chronic ischaemic heart disease, unspecified",I25.9,26,0,0
1110,Arizona,4,"Mar., 2021",2021/03,0,0,745,Ischaemic heart diseases,I20-I25
1111,Arizona,4,"Mar., 2021",2021/03,Acute subendocardial myocardial infarction,I21.4,18,0,0
1112,Arizona,4,"Mar., 2021",2021/03,"Acute myocardial infarction, unspecified",I21.9,163,0,0
1113,Arizona,4,"Mar., 2021",2021/03,"Atherosclerotic cardiovascular disease, so described",I25.0,151,0,0
1114,Arizona,4,"Mar., 2021",2021/03,Atherosclerotic heart disease,I25.1,346,0,0
1115,Arizona,4,"Mar., 2021",2021/03,Ischaemic cardiomyopathy,I25.5,27,0,0
1116,Arizona,4,"Mar., 2021",2021/03,"Chronic ischaemic heart disease, unspecified",I25.9,28,0,0
1117,Arizona,4,"Apr., 2021",2021/04,0,0,636,Ischaemic heart diseases,I20-I25
1118,Arizona,4,"Apr., 2021",2021/04,Acute subendocardial myocardial infarction,I21.4,22,0,0
1119,Arizona,4,"Apr., 2021",2021/04,"Acute myocardial infarction, unspecified",I21.9,128,0,0
1120,Arizona,4,"Apr., 2021",2021/04,"Atherosclerotic cardiovascular disease, so described",I25.0,118,0,0
1121,Arizona,4,"Apr., 2021",2021/04,Atherosclerotic heart disease,I25.1,324,0,0
1122,Arizona,4,"Apr., 2021",2021/04,Ischaemic cardiomyopathy,I25.5,17,0,0
1123,Arizona,4,"Apr., 2021",2021/04,"Chronic ischaemic heart disease, unspecified",I25.9,18,0,0
1124,Arizona,4,"May, 2021",2021/05,0,0,679,Ischaemic heart diseases,I20-I25
1125,Arizona,4,"May, 2021",2021/05,Acute subendocardial myocardial infarction,I21.4,26,0,0
1126,Arizona,4,"May, 2021",2021/05,"Acute myocardial infarction, unspecified",I21.9,125,0,0
1127,Arizona,4,"May, 2021",2021/05,"Atherosclerotic cardiovascular disease, so described",I25.0,133,0,0
1128,Arizona,4,"May, 2021",2021/05,Atherosclerotic heart disease,I25.1,326,0,0
1129,Arizona,4,"May, 2021",2021/05,Ischaemic cardiomyopathy,I25.5,33,0,0
1130,Arizona,4,"May, 2021",2021/05,"Chronic ischaemic heart disease, unspecified",I25.9,28,0,0
1131,Arizona,4,"Jun., 2021",2021/06,0,0,670,Ischaemic heart diseases,I20-I25
1132,Arizona,4,"Jun., 2021",2021/06,Acute subendocardial myocardial infarction,I21.4,19,0,0
1133,Arizona,4,"Jun., 2021",2021/06,"Acute myocardial infarction, unspecified",I21.9,129,0,0
1134,Arizona,4,"Jun., 2021",2021/06,"Acute ischaemic heart disease, unspecified",I24.9,12,0,0
1135,Arizona,4,"Jun., 2021",2021/06,"Atherosclerotic cardiovascular disease, so described",I25.0,167,0,0
1136,Arizona,4,"Jun., 2021",2021/06,Atherosclerotic heart disease,I25.1,308,0,0
1137,Arizona,4,"Jun., 2021",2021/06,"Chronic ischaemic heart disease, unspecified",I25.9,24,0,0
1138,Arizona,4,"Jul., 2021",2021/07,0,0,675,Ischaemic heart diseases,I20-I25
1139,Arizona,4,"Jul., 2021",2021/07,Acute subendocardial myocardial infarction,I21.4,15,0,0
1140,Arizona,4,"Jul., 2021",2021/07,"Acute myocardial infarction, unspecified",I21.9,150,0,0
1141,Arizona,4,"Jul., 2021",2021/07,"Atherosclerotic cardiovascular disease, so described",I25.0,152,0,0
1142,Arizona,4,"Jul., 2021",2021/07,Atherosclerotic heart disease,I25.1,325,0,0
1143,Arizona,4,"Jul., 2021",2021/07,Ischaemic cardiomyopathy,I25.5,14,0,0
1144,Arizona,4,"Jul., 2021",2021/07,"Chronic ischaemic heart disease, unspecified",I25.9,13,0,0
1145,Arizona,4,"Aug., 2021",2021/08,0,0,701,Ischaemic heart diseases,I20-I25
1146,Arizona,4,"Aug., 2021",2021/08,Acute subendocardial myocardial infarction,I21.4,11,0,0
1147,Arizona,4,"Aug., 2021",2021/08,"Acute myocardial infarction, unspecified",I21.9,152,0,0
1148,Arizona,4,"Aug., 2021",2021/08,"Atherosclerotic cardiovascular disease, so described",I25.0,159,0,0
1149,Arizona,4,"Aug., 2021",2021/08,Atherosclerotic heart disease,I25.1,327,0,0
1150,Arizona,4,"Aug., 2021",2021/08,Ischaemic cardiomyopathy,I25.5,21,0,0
1151,Arizona,4,"Aug., 2021",2021/08,"Chronic ischaemic heart disease, unspecified",I25.9,23,0,0
1152,Arizona,4,"Sep., 2021",2021/09,0,0,691,Ischaemic heart diseases,I20-I25
1153,Arizona,4,"Sep., 2021",2021/09,Acute subendocardial myocardial infarction,I21.4,18,0,0
1154,Arizona,4,"Sep., 2021",2021/09,"Acute myocardial infarction, unspecified",I21.9,141,0,0
1155,Arizona,4,"Sep., 2021",2021/09,"Atherosclerotic cardiovascular disease, so described",I25.0,164,0,0
1156,Arizona,4,"Sep., 2021",2021/09,Atherosclerotic heart disease,I25.1,317,0,0
1157,Arizona,4,"Sep., 2021",2021/09,Ischaemic cardiomyopathy,I25.5,22,0,0
1158,Arizona,4,"Sep., 2021",2021/09,"Chronic ischaemic heart disease, unspecified",I25.9,16,0,0
1159,Arizona,4,"Oct., 2021",2021/10,0,0,688,Ischaemic heart diseases,I20-I25
1160,Arizona,4,"Oct., 2021",2021/10,Acute subendocardial myocardial infarction,I21.4,13,0,0
1161,Arizona,4,"Oct., 2021",2021/10,"Acute myocardial infarction, unspecified",I21.9,163,0,0
1162,Arizona,4,"Oct., 2021",2021/10,"Atherosclerotic cardiovascular disease, so described",I25.0,140,0,0
1163,Arizona,4,"Oct., 2021",2021/10,Atherosclerotic heart disease,I25.1,338,0,0
1164,Arizona,4,"Oct., 2021",2021/10,Ischaemic cardiomyopathy,I25.5,12,0,0
1165,Arizona,4,"Oct., 2021",2021/10,"Chronic ischaemic heart disease, unspecified",I25.9,11,0,0
1166,Arizona,4,"Nov., 2021",2021/11,0,0,762,Ischaemic heart diseases,I20-I25
1167,Arizona,4,"Nov., 2021",2021/11,Acute subendocardial myocardial infarction,I21.4,17,0,0
1168,Arizona,4,"Nov., 2021",2021/11,"Acute myocardial infarction, unspecified",I21.9,165,0,0
1169,Arizona,4,"Nov., 2021",2021/11,"Acute ischaemic heart disease, unspecified",I24.9,10,0,0
1170,Arizona,4,"Nov., 2021",2021/11,"Atherosclerotic cardiovascular disease, so described",I25.0,128,0,0
1171,Arizona,4,"Nov., 2021",2021/11,Atherosclerotic heart disease,I25.1,390,0,0
1172,Arizona,4,"Nov., 2021",2021/11,Ischaemic cardiomyopathy,I25.5,35,0,0
1173,Arizona,4,"Nov., 2021",2021/11,"Chronic ischaemic heart disease, unspecified",I25.9,15,0,0
1174,Arizona,4,"Dec., 2021",2021/12,0,0,793,Ischaemic heart diseases,I20-I25
1175,Arizona,4,"Dec., 2021",2021/12,Acute subendocardial myocardial infarction,I21.4,19,0,0
1176,Arizona,4,"Dec., 2021",2021/12,"Acute myocardial infarction, unspecified",I21.9,161,0,0
1177,Arizona,4,"Dec., 2021",2021/12,"Acute ischaemic heart disease, unspecified",I24.9,16,0,0
1178,Arizona,4,"Dec., 2021",2021/12,"Atherosclerotic cardiovascular disease, so described",I25.0,158,0,0
1179,Arizona,4,"Dec., 2021",2021/12,Atherosclerotic heart disease,I25.1,394,0,0
1180,Arizona,4,"Dec., 2021",2021/12,Ischaemic cardiomyopathy,I25.5,25,0,0
1181,Arizona,4,"Dec., 2021",2021/12,"Chronic ischaemic heart disease, unspecified",I25.9,18,0,0
1182,Arizona,4,"Jan., 2022",2022/01,0,0,792,Ischaemic heart diseases,I20-I25
1183,Arizona,4,"Jan., 2022",2022/01,Acute subendocardial myocardial infarction,I21.4,10,0,0
1184,Arizona,4,"Jan., 2022",2022/01,"Acute myocardial infarction, unspecified",I21.9,157,0,0
1185,Arizona,4,"Jan., 2022",2022/01,"Atherosclerotic cardiovascular disease, so described",I25.0,193,0,0
1186,Arizona,4,"Jan., 2022",2022/01,Atherosclerotic heart disease,I25.1,375,0,0
1187,Arizona,4,"Jan., 2022",2022/01,Ischaemic cardiomyopathy,I25.5,31,0,0
1188,Arizona,4,"Jan., 2022",2022/01,"Chronic ischaemic heart disease, unspecified",I25.9,17,0,0
1189,Arizona,4,"Feb., 2022",2022/02,0,0,696,Ischaemic heart diseases,I20-I25
1190,Arizona,4,"Feb., 2022",2022/02,Acute subendocardial myocardial infarction,I21.4,17,0,0
1191,Arizona,4,"Feb., 2022",2022/02,"Acute myocardial infarction, unspecified",I21.9,140,0,0
1192,Arizona,4,"Feb., 2022",2022/02,"Atherosclerotic cardiovascular disease, so described",I25.0,145,0,0
1193,Arizona,4,"Feb., 2022",2022/02,Atherosclerotic heart disease,I25.1,342,0,0
1194,Arizona,4,"Feb., 2022",2022/02,Ischaemic cardiomyopathy,I25.5,22,0,0
1195,Arizona,4,"Feb., 2022",2022/02,"Chronic ischaemic heart disease, unspecified",I25.9,20,0,0
1196,Arizona,4,"Mar., 2022",2022/03,0,0,650,Ischaemic heart diseases,I20-I25
1197,Arizona,4,"Mar., 2022",2022/03,"Acute myocardial infarction, unspecified",I21.9,135,0,0
1198,Arizona,4,"Mar., 2022",2022/03,"Atherosclerotic cardiovascular disease, so described",I25.0,124,0,0
1199,Arizona,4,"Mar., 2022",2022/03,Atherosclerotic heart disease,I25.1,335,0,0
1200,Arizona,4,"Mar., 2022",2022/03,Ischaemic cardiomyopathy,I25.5,22,0,0
1201,Arizona,4,"Mar., 2022",2022/03,"Chronic ischaemic heart disease, unspecified",I25.9,13,0,0
1202,Arizona,4,"Apr., 2022",2022/04,0,0,627,Ischaemic heart diseases,I20-I25
1203,Arizona,4,"Apr., 2022",2022/04,Acute subendocardial myocardial infarction,I21.4,18,0,0
1204,Arizona,4,"Apr., 2022",2022/04,"Acute myocardial infarction, unspecified",I21.9,117,0,0
1205,Arizona,4,"Apr., 2022",2022/04,"Atherosclerotic cardiovascular disease, so described",I25.0,104,0,0
1206,Arizona,4,"Apr., 2022",2022/04,Atherosclerotic heart disease,I25.1,340,0,0
1207,Arizona,4,"Apr., 2022",2022/04,Ischaemic cardiomyopathy,I25.5,27,0,0
1208,Arizona,4,"Apr., 2022",2022/04,"Chronic ischaemic heart disease, unspecified",I25.9,12,0,0
1209,Arizona,4,"May, 2022",2022/05,0,0,610,Ischaemic heart diseases,I20-I25
1210,Arizona,4,"May, 2022",2022/05,Acute subendocardial myocardial infarction,I21.4,16,0,0
1211,Arizona,4,"May, 2022",2022/05,"Acute myocardial infarction, unspecified",I21.9,112,0,0
1212,Arizona,4,"May, 2022",2022/05,"Atherosclerotic cardiovascular disease, so described",I25.0,129,0,0
1213,Arizona,4,"May, 2022",2022/05,Atherosclerotic heart disease,I25.1,309,0,0
1214,Arizona,4,"May, 2022",2022/05,Ischaemic cardiomyopathy,I25.5,21,0,0
1215,Arizona,4,"May, 2022",2022/05,"Chronic ischaemic heart disease, unspecified",I25.9,17,0,0
1216,Arizona,4,"Jun., 2022",2022/06,0,0,649,Ischaemic heart diseases,I20-I25
1217,Arizona,4,"Jun., 2022",2022/06,Acute subendocardial myocardial infarction,I21.4,13,0,0
1218,Arizona,4,"Jun., 2022",2022/06,"Acute myocardial infarction, unspecified",I21.9,112,0,0
1219,Arizona,4,"Jun., 2022",2022/06,"Atherosclerotic cardiovascular disease, so described",I25.0,151,0,0
1220,Arizona,4,"Jun., 2022",2022/06,Atherosclerotic heart disease,I25.1,319,0,0
1221,Arizona,4,"Jun., 2022",2022/06,Ischaemic cardiomyopathy,I25.5,23,0,0
1222,Arizona,4,"Jun., 2022",2022/06,"Chronic ischaemic heart disease, unspecified",I25.9,24,0,0
1223,Arizona,4,"Jul., 2022",2022/07,0,0,739,Ischaemic heart diseases,I20-I25
1224,Arizona,4,"Jul., 2022",2022/07,Acute subendocardial myocardial infarction,I21.4,17,0,0
1225,Arizona,4,"Jul., 2022",2022/07,"Acute myocardial infarction, unspecified",I21.9,130,0,0
1226,Arizona,4,"Jul., 2022",2022/07,"Atherosclerotic cardiovascular disease, so described",I25.0,202,0,0
1227,Arizona,4,"Jul., 2022",2022/07,Atherosclerotic heart disease,I25.1,343,0,0
1228,Arizona,4,"Jul., 2022",2022/07,Ischaemic cardiomyopathy,I25.5,22,0,0
1229,Arizona,4,"Jul., 2022",2022/07,"Chronic ischaemic heart disease, unspecified",I25.9,14,0,0
1230,Arizona,4,"Aug., 2022",2022/08,0,0,660,Ischaemic heart diseases,I20-I25
1231,Arizona,4,"Aug., 2022",2022/08,"Acute myocardial infarction, unspecified",I21.9,134,0,0
1232,Arizona,4,"Aug., 2022",2022/08,"Atherosclerotic cardiovascular disease, so described",I25.0,160,0,0
1233,Arizona,4,"Aug., 2022",2022/08,Atherosclerotic heart disease,I25.1,313,0,0
1234,Arizona,4,"Aug., 2022",2022/08,Ischaemic cardiomyopathy,I25.5,22,0,0
1235,Arizona,4,"Aug., 2022",2022/08,"Chronic ischaemic heart disease, unspecified",I25.9,13,0,0
1236,Arizona,4,"Sep., 2022",2022/09,0,0,677,Ischaemic heart diseases,I20-I25
1237,Arizona,4,"Sep., 2022",2022/09,Acute subendocardial myocardial infarction,I21.4,15,0,0
1238,Arizona,4,"Sep., 2022",2022/09,"Acute myocardial infarction, unspecified",I21.9,120,0,0
1239,Arizona,4,"Sep., 2022",2022/09,"Atherosclerotic cardiovascular disease, so described",I25.0,165,0,0
1240,Arizona,4,"Sep., 2022",2022/09,Atherosclerotic heart disease,I25.1,339,0,0
1241,Arizona,4,"Sep., 2022",2022/09,Ischaemic cardiomyopathy,I25.5,19,0,0
1242,Arizona,4,"Sep., 2022",2022/09,"Chronic ischaemic heart disease, unspecified",I25.9,15,0,0
1243,Arizona,4,"Oct., 2022",2022/10,0,0,703,Ischaemic heart diseases,I20-I25
1244,Arizona,4,"Oct., 2022",2022/10,Acute subendocardial myocardial infarction,I21.4,14,0,0
1245,Arizona,4,"Oct., 2022",2022/10,"Acute myocardial infarction, unspecified",I21.9,171,0,0
1246,Arizona,4,"Oct., 2022",2022/10,"Atherosclerotic cardiovascular disease, so described",I25.0,131,0,0
1247,Arizona,4,"Oct., 2022",2022/10,Atherosclerotic heart disease,I25.1,350,0,0
1248,Arizona,4,"Oct., 2022",2022/10,Ischaemic cardiomyopathy,I25.5,11,0,0
1249,Arizona,4,"Oct., 2022",2022/10,"Chronic ischaemic heart disease, unspecified",I25.9,18,0,0
1250,Arizona,4,"Nov., 2022",2022/11,0,0,698,Ischaemic heart diseases,I20-I25
1251,Arizona,4,"Nov., 2022",2022/11,Acute subendocardial myocardial infarction,I21.4,14,0,0
1252,Arizona,4,"Nov., 2022",2022/11,"Acute myocardial infarction, unspecified",I21.9,149,0,0
