YEAR,MONTH,STATE,FLIGHTS_TOTAL
2019,2,South Carolina,9729.0
2019,2,South Dakota,2342.0
2019,2,Tennessee,32362.0
2019,2,Texas,123406.0
2019,2,U.S. Pacific Trust Territories and Possessions,5714.0
2019,2,U.S. Virgin Islands,4614.0
2019,2,Utah,19988.0
2019,2,Vermont,1864.0
2019,2,Virginia,46880.0
2019,2,Washington,36672.0
2019,2,West Virginia,1837.0
2019,2,Wisconsin,10658.0
2019,2,Wyoming,2231.0
2019,3,Alabama,8264.0
2019,3,Alaska,68394.0
2019,3,Alberta,4111.0
2019,3,Arizona,43517.0
2019,3,Arkansas,6285.0
2019,3,British Columbia,10308.0
2019,3,California,163830.0
2019,3,Colorado,55333.0
2019,3,Connecticut,6393.0
2019,3,Delaware,9.0
2019,3,Florida,126312.0
2019,3,Georgia,75471.0
2019,3,Hawaii,31578.0
2019,3,Idaho,6679.0
2019,3,Illinois,88751.0
2019,3,Indiana,15983.0
2019,3,Iowa,6731.0
2019,3,Kansas,3682.0
2019,3,Kentucky,25781.0
2019,3,Louisiana,15514.0
2019,3,Maine,3819.0
2019,3,Manitoba,727.0
2019,3,Maryland,19409.0
2019,3,Massachusetts,32429.0
2019,3,Michigan,41152.0
2019,3,Minnesota,33543.0
2019,3,Mississippi,3261.0
2019,3,Missouri,27433.0
2019,3,Montana,7367.0
2019,3,Nebraska,6970.0
2019,3,Nevada,36679.0
2019,3,New Brunswick,17.0
2019,3,New Hampshire,2393.0
2019,3,New Jersey,31898.0
2019,3,New Mexico,6537.0
2019,3,New York,77565.0
2019,3,Newfoundland and Labrador,35.0
2019,3,North Carolina,64741.0
2019,3,North Dakota,4826.0
2019,3,Nova Scotia,501.0
2019,3,Nunavut Territory,2.0
2019,3,Ohio,23623.0
2019,3,Oklahoma,8112.0
2019,3,Ontario,17126.0
2019,3,Oregon,21633.0
2019,3,Pennsylvania,45910.0
2019,3,Puerto Rico,13096.0
2019,3,Quebec,6065.0
2019,3,Rhode Island,4312.0
2019,3,Saskatchewan,224.0
2019,3,South Carolina,11985.0
2019,3,South Dakota,2662.0
2019,3,Tennessee,37530.0
2019,3,Texas,143041.0
2019,3,U.S. Pacific Trust Territories and Possessions,5913.0
2019,3,U.S. Virgin Islands,5095.0
2019,3,Utah,23526.0
2019,3,Vermont,2160.0
2019,3,Virginia,55388.0
2019,3,Washington,45981.0
2019,3,West Virginia,2166.0
2019,3,Wisconsin,13533.0
2019,3,Wyoming,2721.0
2019,3,Yukon Territory,2.0
2019,4,Alabama,7977.0
2019,4,Alaska,73820.0
2019,4,Alberta,4037.0
2019,4,Arizona,42067.0
2019,4,Arkansas,6250.0
2019,4,British Columbia,11195.0
2019,4,California,160894.0
2019,4,Colorado,51693.0
2019,4,Connecticut,6435.0
2019,4,Delaware,7.0
2019,4,Florida,113467.0
2019,4,Georgia,73472.0
2019,4,Hawaii,30485.0
2019,4,Idaho,5656.0
2019,4,Illinois,86819.0
2019,4,Indiana,15418.0
2019,4,Iowa,6460.0
2019,4,Kansas,3254.0
2019,4,Kentucky,25659.0
2019,4,Louisiana,15209.0
2019,4,Maine,3915.0
2019,4,Manitoba,645.0
2019,4,Maryland,19672.0
2019,4,Massachusetts,33340.0
2019,4,Michigan,39747.0
2019,4,Minnesota,31763.0
2019,4,Mississippi,3078.0
2019,4,Missouri,26552.0
2019,4,Montana,6854.0
2019,4,Nebraska,6947.0
2019,4,Nevada,35951.0
2019,4,New Brunswick,22.0
2019,4,New Hampshire,2535.0
2019,4,New Jersey,31271.0
2019,4,New Mexico,6584.0
2019,4,New York,74943.0
2019,4,Newfoundland and Labrador,45.0
2019,4,North Carolina,63045.0
2019,4,North Dakota,4324.0
2019,4,Northwest Territories,1.0
2019,4,Nova Scotia,473.0
2019,4,Nunavut Territory,2.0
2019,4,Ohio,22526.0
2019,4,Oklahoma,8192.0
2019,4,Ontario,16586.0
2019,4,Oregon,21946.0
2019,4,Pennsylvania,46218.0
2019,4,Puerto Rico,12384.0
2019,4,Quebec,5517.0
2019,4,Rhode Island,4398.0
2019,4,Saskatchewan,206.0
2019,4,South Carolina,12332.0
2019,4,South Dakota,2880.0
2019,4,Tennessee,36464.0
2019,4,Texas,136740.0
2019,4,U.S. Pacific Trust Territories and Possessions,5195.0
2019,4,U.S. Virgin Islands,4451.0
2019,4,Utah,22041.0
2019,4,Vermont,2177.0
2019,4,Virginia,54809.0
2019,4,Washington,47118.0
2019,4,West Virginia,2184.0
2019,4,Wisconsin,13068.0
2019,4,Wyoming,1937.0
2019,4,Yukon Territory,10.0
2019,5,Alabama,8389.0
2019,5,Alaska,79052.0
2019,5,Alberta,3806.0
2019,5,Arizona,40928.0
2019,5,Arkansas,6592.0
2019,5,British Columbia,9458.0
2019,5,California,166035.0
2019,5,Colorado,56355.0
2019,5,Connecticut,6430.0
2019,5,Delaware,7.0
2019,5,Florida,107564.0
2019,5,Georgia,76654.0
2019,5,Hawaii,31766.0
2019,5,Idaho,6122.0
2019,5,Illinois,93214.0
2019,5,Indiana,15750.0
2019,5,Iowa,6835.0
2019,5,Kansas,3364.0
2019,5,Kentucky,27351.0
2019,5,Louisiana,15667.0
2019,5,Maine,4291.0
2019,5,Manitoba,637.0
2019,5,Maryland,20729.0
2019,5,Massachusetts,36640.0
2019,5,Michigan,41019.0
2019,5,Minnesota,33160.0
2019,5,Mississippi,3167.0
2019,5,Missouri,28218.0
2019,5,Montana,7474.0
2019,5,Nebraska,7101.0
2019,5,Nevada,38223.0
2019,5,New Brunswick,16.0
2019,5,New Hampshire,2620.0
2019,5,New Jersey,31678.0
2019,5,New Mexico,6840.0
2019,5,New York,77069.0
2019,5,Newfoundland and Labrador,36.0
2019,5,North Carolina,66798.0
2019,5,North Dakota,4796.0
2019,5,Nova Scotia,457.0
2019,5,Nunavut Territory,2.0
2019,5,Ohio,23590.0
2019,5,Oklahoma,8568.0
2019,5,Ontario,17142.0
2019,5,Oregon,22950.0
2019,5,Pennsylvania,48925.0
2019,5,Puerto Rico,12717.0
2019,5,Quebec,5665.0
2019,5,Rhode Island,5377.0
2019,5,Saskatchewan,286.0
2019,5,South Carolina,14037.0
2019,5,South Dakota,3523.0
2019,5,Tennessee,38634.0
2019,5,Texas,145041.0
2019,5,U.S. Pacific Trust Territories and Possessions,5812.0
2019,5,U.S. Virgin Islands,4806.0
2019,5,Utah,22788.0
2019,5,Vermont,2132.0
2019,5,Virginia,56958.0
2019,5,Washington,51216.0
2019,5,West Virginia,2127.0
2019,5,Wisconsin,13278.0
2019,5,Wyoming,2178.0
2019,5,Yukon Territory,24.0
2019,6,Alabama,8241.0
2019,6,Alaska,82336.0
2019,6,Alberta,3904.0
2019,6,Arizona,38874.0
2019,6,Arkansas,6595.0
2019,6,British Columbia,10460.0
2019,6,California,167586.0
2019,6,Colorado,60054.0
2019,6,Connecticut,6029.0
2019,6,Delaware,5.0
2019,6,Florida,102321.0
2019,6,Georgia,76272.0
2019,6,Hawaii,32338.0
2019,6,Idaho,6359.0
2019,6,Illinois,93674.0
2019,6,Indiana,15160.0
2019,6,Iowa,6790.0
2019,6,Kansas,3410.0
2019,6,Kentucky,26610.0
2019,6,Louisiana,14826.0
2019,6,Maine,4866.0
2019,6,Manitoba,625.0
2019,6,Maryland,20731.0
2019,6,Massachusetts,38488.0
2019,6,Michigan,40908.0
2019,6,Minnesota,34755.0
2019,6,Mississippi,2995.0
2019,6,Missouri,28042.0
2019,6,Montana,8815.0
2019,6,Nebraska,6934.0
2019,6,Nevada,36386.0
2019,6,New Brunswick,11.0
2019,6,New Hampshire,2642.0
2019,6,New Jersey,30692.0
2019,6,New Mexico,6895.0
2019,6,New York,75046.0
2019,6,Newfoundland and Labrador,29.0
2019,6,North Carolina,65287.0
2019,6,North Dakota,4472.0
2019,6,Northwest Territories,4.0
2019,6,Nova Scotia,460.0
2019,6,Nunavut Territory,1.0
2019,6,Ohio,23868.0
2019,6,Oklahoma,8553.0
2019,6,Ontario,16575.0
2019,6,Oregon,24856.0
2019,6,Pennsylvania,47704.0
2019,6,Puerto Rico,12416.0
2019,6,Quebec,5939.0
2019,6,Rhode Island,5288.0
2019,6,Saskatchewan,207.0
2019,6,South Carolina,14385.0
2019,6,South Dakota,3913.0
2019,6,Tennessee,37720.0
2019,6,Texas,144198.0
2019,6,U.S. Pacific Trust Territories and Possessions,5118.0
2019,6,U.S. Virgin Islands,4566.0
2019,6,Utah,22479.0
2019,6,Vermont,2349.0
2019,6,Virginia,55241.0
2019,6,Washington,53443.0
2019,6,West Virginia,2206.0
2019,6,Wisconsin,13094.0
2019,6,Wyoming,3156.0
2019,6,Yukon Territory,28.0
2019,7,Alabama,8363.0
2019,7,Alaska,94580.0
2019,7,Alberta,3909.0
2019,7,Arizona,39868.0
2019,7,Arkansas,6723.0
2019,7,British Columbia,9604.0
2019,7,California,175162.0
2019,7,Colorado,63775.0
2019,7,Connecticut,6059.0
2019,7,Delaware,5.0
2019,7,Florida,106034.0
2019,7,Georgia,78385.0
2019,7,Hawaii,27072.0
2019,7,Idaho,7094.0
2019,7,Illinois,95513.0
2019,7,Indiana,15483.0
2019,7,Iowa,6989.0
2019,7,Kansas,3760.0
2019,7,Kentucky,27120.0
2019,7,Louisiana,14671.0
2019,7,Maine,5367.0
2019,7,Manitoba,634.0
2019,7,Maryland,21401.0
2019,7,Massachusetts,41998.0
2019,7,Michigan,42486.0
2019,7,Minnesota,36495.0
2019,7,Mississippi,3125.0
2019,7,Missouri,28968.0
2019,7,Montana,9670.0
2019,7,Nebraska,7079.0
2019,7,Nevada,37684.0
2019,7,New Brunswick,7.0
2019,7,New Hampshire,2648.0
2019,7,New Jersey,31600.0
2019,7,New Mexico,7238.0
2019,7,New York,75602.0
2019,7,Newfoundland and Labrador,23.0
2019,7,North Carolina,66303.0
2019,7,North Dakota,4637.0
2019,7,Northwest Territories,3.0
2019,7,Nova Scotia,530.0
2019,7,Nunavut Territory,1.0
2019,7,Ohio,24608.0
2019,7,Oklahoma,8764.0
2019,7,Ontario,17130.0
2019,7,Oregon,25749.0
2019,7,Pennsylvania,48680.0
2019,7,Prince Edward Island,2.0
2019,7,Puerto Rico,13566.0
2019,7,Quebec,6198.0
2019,7,Rhode Island,6503.0
2019,7,Saskatchewan,127.0
2019,7,South Carolina,14745.0
2019,7,South Dakota,4098.0
2019,7,Tennessee,38095.0
2019,7,Texas,150535.0
2019,7,U.S. Pacific Trust Territories and Possessions,5524.0
2019,7,U.S. Virgin Islands,4865.0
2019,7,Utah,23623.0
2019,7,Vermont,2428.0
2019,7,Virginia,56187.0
2019,7,Washington,55840.0
2019,7,West Virginia,2345.0
2019,7,Wisconsin,13332.0
2019,7,Wyoming,3447.0
2019,7,Yukon Territory,89.0
2019,8,Alabama,8563.0
2019,8,Alaska,91281.0
2019,8,Alberta,3932.0
2019,8,Arizona,39525.0
2019,8,Arkansas,6765.0
2019,8,British Columbia,9338.0
2019,8,California,179137.0
2019,8,Colorado,63194.0
2019,8,Connecticut,6187.0
2019,8,Delaware,10.0
2019,8,Florida,100423.0
2019,8,Georgia,78956.0
2019,8,Hawaii,26692.0
2019,8,Idaho,6828.0
2019,8,Illinois,96452.0
2019,8,Indiana,15328.0
2019,8,Iowa,6867.0
2019,8,Kansas,3666.0
2019,8,Kentucky,27319.0
2019,8,Louisiana,14814.0
2019,8,Maine,5557.0
2019,8,Manitoba,678.0
2019,8,Maryland,21390.0
2019,8,Massachusetts,43676.0
2019,8,Michigan,43519.0
2019,8,Minnesota,37137.0
2019,8,Mississippi,3374.0
2019,8,Missouri,28834.0
2019,8,Montana,9297.0
2019,8,Nebraska,7129.0
2019,8,Nevada,38352.0
2019,8,New Brunswick,8.0
2019,8,New Hampshire,2713.0
2019,8,New Jersey,31958.0
2019,8,New Mexico,7468.0
2019,8,New York,77757.0
2019,8,Newfoundland and Labrador,20.0
2019,8,North Carolina,67096.0
2019,8,North Dakota,4647.0
2019,8,Northwest Territories,1.0
2019,8,Nova Scotia,536.0
2019,8,Nunavut Territory,2.0
2019,8,Ohio,24513.0
2019,8,Oklahoma,8769.0
2019,8,Ontario,17618.0
2019,8,Oregon,25740.0
2019,8,Pennsylvania,50041.0
2019,8,Prince Edward Island,1.0
2019,8,Puerto Rico,12167.0
2019,8,Quebec,6312.0
2019,8,Rhode Island,6378.0
2019,8,Saskatchewan,126.0
2019,8,South Carolina,14603.0
2019,8,South Dakota,4003.0
2019,8,Tennessee,38566.0
2019,8,Texas,151049.0
2019,8,U.S. Pacific Trust Territories and Possessions,5996.0
2019,8,U.S. Virgin Islands,4597.0
2019,8,Utah,23707.0
2019,8,Vermont,2453.0
2019,8,Virginia,56716.0
2019,8,Washington,56859.0
2019,8,West Virginia,2279.0
2019,8,Wisconsin,13645.0
2019,8,Wyoming,3242.0
2019,8,Yukon Territory,22.0
2019,9,Alabama,8183.0
2019,9,Alaska,78631.0
2019,9,Alberta,3736.0
2019,9,Arizona,37855.0
2019,9,Arkansas,6619.0
2019,9,British Columbia,7081.0
2019,9,California,159515.0
2019,9,Colorado,58816.0
2019,9,Connecticut,5565.0
2019,9,Delaware,13.0
2019,9,Florida,86688.0
2019,9,Georgia,70939.0
2019,9,Hawaii,23531.0
2019,9,Idaho,6162.0
2019,9,Illinois,91175.0
2019,9,Indiana,14128.0
2019,9,Iowa,6419.0
2019,9,Kansas,3374.0
2019,9,Kentucky,25256.0
2019,9,Louisiana,14574.0
2019,9,Maine,5108.0
2019,9,Manitoba,676.0
2019,9,Maryland,19541.0
2019,9,Massachusetts,38795.0
2019,9,Michigan,39867.0
2019,9,Minnesota,32780.0
2019,9,Mississippi,3146.0
2019,9,Missouri,27502.0
2019,9,Montana,7462.0
2019,9,Nebraska,6494.0
2019,9,Nevada,37292.0
2019,9,New Brunswick,6.0
2019,9,New Hampshire,2485.0
2019,9,New Jersey,31271.0
2019,9,New Mexico,7113.0
2019,9,New York,72566.0
2019,9,Newfoundland and Labrador,24.0
2019,9,North Carolina,64571.0
2019,9,North Dakota,4268.0
2019,9,Northwest Territories,2.0
2019,9,Nova Scotia,345.0
2019,9,Ohio,23235.0
2019,9,Oklahoma,8209.0
2019,9,Ontario,15977.0
2019,9,Oregon,23145.0
2019,9,Pennsylvania,45891.0
2019,9,Puerto Rico,8471.0
2019,9,Quebec,5286.0
2019,9,Rhode Island,5729.0
2019,9,Saskatchewan,126.0
2019,9,South Carolina,12207.0
2019,9,South Dakota,3599.0
2019,9,Tennessee,35966.0
2019,9,Texas,142224.0
2019,9,U.S. Pacific Trust Territories and Possessions,4778.0
2019,9,U.S. Virgin Islands,3981.0
2019,9,Utah,21724.0
2019,9,Vermont,2376.0
2019,9,Virginia,53753.0
2019,9,Washington,50153.0
2019,9,West Virginia,2163.0
2019,9,Wisconsin,12729.0
2019,9,Wyoming,2614.0
2019,9,Yukon Territory,18.0
2019,10,Alabama,8656.0
2019,10,Alaska,73625.0
2019,10,Alberta,4162.0
2019,10,Arizona,41438.0
2019,10,Arkansas,6895.0
2019,10,British Columbia,7999.0
2019,10,California,169956.0
2019,10,Colorado,59441.0
2019,10,Connecticut,6081.0
2019,10,Delaware,9.0
2019,10,Florida,101015.0
2019,10,Georgia,75433.0
2019,10,Hawaii,25079.0
2019,10,Idaho,6469.0
2019,10,Illinois,97453.0
2019,10,Indiana,16004.0
2019,10,Iowa,6982.0
2019,10,Kansas,3645.0
2019,10,Kentucky,27881.0
2019,10,Louisiana,15794.0
2019,10,Maine,5138.0
2019,10,Manitoba,665.0
2019,10,Maryland,20793.0
2019,10,Massachusetts,37790.0
2019,10,Michigan,41797.0
2019,10,Minnesota,34255.0
2019,10,Mississippi,3336.0
2019,10,Missouri,28734.0
2019,10,Montana,7198.0
2019,10,Nebraska,6854.0
2019,10,Nevada,39096.0
2019,10,New Brunswick,2.0
2019,10,New Hampshire,2766.0
2019,10,New Jersey,33928.0
2019,10,New Mexico,7727.0
2019,10,New York,75917.0
2019,10,Newfoundland and Labrador,19.0
2019,10,North Carolina,68293.0
2019,10,North Dakota,4532.0
2019,10,Nova Scotia,445.0
2019,10,Ohio,24560.0
2019,10,Oklahoma,8628.0
2019,10,Ontario,16443.0
2019,10,Oregon,24347.0
2019,10,Pennsylvania,48718.0
2019,10,Prince Edward Island,1.0
2019,10,Puerto Rico,10385.0
2019,10,Quebec,6083.0
2019,10,Rhode Island,5102.0
2019,10,Saskatchewan,164.0
2019,10,South Carolina,13271.0
2019,10,South Dakota,3670.0
2019,10,Tennessee,39735.0
2019,10,Texas,149174.0
2019,10,U.S. Pacific Trust Territories and Possessions,4951.0
2019,10,U.S. Virgin Islands,4406.0
2019,10,Utah,22894.0
2019,10,Vermont,2323.0
2019,10,Virginia,57440.0
2019,10,Washington,49512.0
2019,10,West Virginia,2286.0
2019,10,Wisconsin,13491.0
2019,10,Wyoming,2178.0
2019,11,Alabama,8255.0
2019,11,Alaska,60658.0
2019,11,Alberta,4009.0
2019,11,Arizona,39760.0
2019,11,Arkansas,6504.0
2019,11,British Columbia,8129.0
2019,11,California,158844.0
2019,11,Colorado,53194.0
2019,11,Connecticut,5993.0
2019,11,Delaware,18.0
2019,11,Florida,108724.0
2019,11,Georgia,69925.0
2019,11,Hawaii,23688.0
2019,11,Idaho,6106.0
2019,11,Illinois,88188.0
2019,11,Indiana,14976.0
2019,11,Iowa,6402.0
2019,11,Kansas,3435.0
2019,11,Kentucky,26116.0
2019,11,Louisiana,15175.0
2019,11,Maine,4240.0
2019,11,Manitoba,623.0
2019,11,Maryland,20232.0
2019,11,Massachusetts,33664.0
2019,11,Michigan,38680.0
2019,11,Minnesota,31009.0
2019,11,Mississippi,3273.0
2019,11,Missouri,26089.0
2019,11,Montana,6807.0
2019,11,Nebraska,6331.0
2019,11,Nevada,35114.0
2019,11,New Hampshire,2547.0
2019,11,New Jersey,31366.0
2019,11,New Mexico,6994.0
2019,11,New York,71664.0
2019,11,Newfoundland and Labrador,26.0
2019,11,North Carolina,65249.0
2019,11,North Dakota,4245.0
2019,11,Northwest Territories,1.0
2019,11,Nova Scotia,357.0
2019,11,Nunavut Territory,1.0
2019,11,Ohio,23074.0
2019,11,Oklahoma,8117.0
2019,11,Ontario,14953.0
2019,11,Oregon,21979.0
2019,11,Pennsylvania,45322.0
2019,11,Puerto Rico,12952.0
2019,11,Quebec,5291.0
2019,11,Rhode Island,4590.0
2019,11,Saskatchewan,157.0
2019,11,South Carolina,12160.0
2019,11,South Dakota,3184.0
2019,11,Tennessee,36759.0
2019,11,Texas,142552.0
2019,11,U.S. Pacific Trust Territories and Possessions,4914.0
2019,11,U.S. Virgin Islands,4592.0
2019,11,Utah,20884.0
2019,11,Vermont,2099.0
2019,11,Virginia,54103.0
2019,11,Washington,46119.0
2019,11,West Virginia,2210.0
2019,11,Wisconsin,12615.0
2019,11,Wyoming,1717.0
2019,12,Alabama,7981.0
2019,12,Alaska,64414.0
2019,12,Alberta,3934.0
2019,12,Arizona,42235.0
2019,12,Arkansas,6356.0
2019,12,British Columbia,5825.0
2019,12,California,167724.0
2019,12,Colorado,58351.0
2019,12,Connecticut,6017.0
2019,12,Delaware,6.0
2019,12,Florida,121548.0
2019,12,Georgia,72232.0
2019,12,Hawaii,27866.0
2019,12,Idaho,6722.0
2019,12,Illinois,90411.0
2019,12,Indiana,16489.0
2019,12,Iowa,6731.0
2019,12,Kansas,3560.0
2019,12,Kentucky,29308.0
2019,12,Louisiana,15314.0
2019,12,Maine,3916.0
2019,12,Manitoba,545.0
2019,12,Maryland,20679.0
2019,12,Massachusetts,32310.0
2019,12,Michigan,39810.0
2019,12,Minnesota,32216.0
2019,12,Mississippi,3126.0
2019,12,Missouri,26031.0
2019,12,Montana,7627.0
2019,12,Nebraska,6686.0
2019,12,Nevada,34886.0
2019,12,New Brunswick,4.0
2019,12,New Hampshire,2500.0
2019,12,New Jersey,32337.0
2019,12,New Mexico,7089.0
2019,12,New York,72588.0
2019,12,Newfoundland and Labrador,17.0
2019,12,North Carolina,65799.0
2019,12,North Dakota,4535.0
2019,12,Nova Scotia,387.0
2019,12,Nunavut Territory,3.0
2019,12,Ohio,23347.0
2019,12,Oklahoma,8311.0
2019,12,Ontario,14947.0
2019,12,Oregon,23033.0
2019,12,Pennsylvania,45973.0
2019,12,Puerto Rico,14301.0
2019,12,Quebec,5338.0
2019,12,Rhode Island,4240.0
2019,12,Saskatchewan,160.0
2019,12,South Carolina,12067.0
2019,12,South Dakota,3373.0
2019,12,Tennessee,38115.0
2019,12,Texas,146734.0
2019,12,U.S. Pacific Trust Territories and Possessions,5696.0
2019,12,U.S. Virgin Islands,5328.0
2019,12,Utah,23006.0
2019,12,Vermont,2165.0
2019,12,Virginia,54391.0
2019,12,Washington,47221.0
2019,12,West Virginia,2193.0
2019,12,Wisconsin,12918.0
2019,12,Wyoming,2230.0
2019,12,Yukon Territory,4.0
2020,1,Alabama,7929.0
2020,1,Alaska,63959.0
2020,1,Alberta,3908.0
2020,1,Arizona,41529.0
2020,1,Arkansas,6255.0
2020,1,British Columbia,5616.0
2020,1,California,160827.0
2020,1,Colorado,56901.0
2020,1,Connecticut,5732.0
2020,1,Delaware,7.0
2020,1,Florida,119071.0
2020,1,Georgia,71528.0
2020,1,Hawaii,26342.0
2020,1,Idaho,6411.0
2020,1,Illinois,82715.0
2020,1,Indiana,14956.0
2020,1,Iowa,6597.0
2020,1,Kansas,3342.0
2020,1,Kentucky,25445.0
2020,1,Louisiana,14660.0
2020,1,Maine,3896.0
2020,1,Manitoba,669.0
2020,1,Maryland,18266.0
2020,1,Massachusetts,31528.0
2020,1,Michigan,37873.0
2020,1,Minnesota,30562.0
2020,1,Mississippi,3213.0
2020,1,Missouri,25346.0
2020,1,Montana,7685.0
2020,1,Nebraska,6609.0
2020,1,Nevada,36564.0
2020,1,New Brunswick,12.0
2020,1,New Hampshire,2239.0
2020,1,New Jersey,31772.0
2020,1,New Mexico,6688.0
2020,1,New York,71558.0
2020,1,Newfoundland and Labrador,13.0
2020,1,North Carolina,65167.0
2020,1,North Dakota,4310.0
2020,1,Nova Scotia,368.0
2020,1,Nunavut Territory,1.0
2020,1,Ohio,22149.0
2020,1,Oklahoma,7922.0
2020,1,Ontario,14612.0
2020,1,Oregon,21819.0
2020,1,Pennsylvania,42990.0
2020,1,Puerto Rico,14526.0
2020,1,Quebec,5106.0
2020,1,Rhode Island,4166.0
2020,1,Saskatchewan,209.0
2020,1,South Carolina,11182.0
2020,1,South Dakota,3066.0
2020,1,Tennessee,35987.0
2020,1,Texas,139486.0
2020,1,U.S. Pacific Trust Territories and Possessions,6149.0
2020,1,U.S. Virgin Islands,5242.0
2020,1,Utah,22962.0
2020,1,Vermont,1958.0
2020,1,Virginia,53608.0
2020,1,Washington,44202.0
2020,1,West Virginia,2123.0
2020,1,Wisconsin,12769.0
2020,1,Wyoming,2484.0
2020,2,Alabama,7543.0
2020,2,Alaska,56364.0
2020,2,Alberta,3647.0
2020,2,Arizona,40006.0
2020,2,Arkansas,6032.0
2020,2,British Columbia,5302.0
2020,2,California,150699.0
2020,2,Colorado,53453.0
2020,2,Connecticut,5549.0
2020,2,Delaware,2.0
2020,2,Florida,115212.0
2020,2,Georgia,66598.0
2020,2,Hawaii,24783.0
2020,2,Idaho,5947.0
2020,2,Illinois,79382.0
2020,2,Indiana,13908.0
2020,2,Iowa,6280.0
2020,2,Kansas,3170.0
2020,2,Kentucky,23780.0
2020,2,Louisiana,14443.0
2020,2,Maine,3689.0
2020,2,Manitoba,643.0
2020,2,Maryland,16695.0
2020,2,Massachusetts,29969.0
2020,2,Michigan,36157.0
2020,2,Minnesota,28814.0
2020,2,Mississippi,3084.0
2020,2,Missouri,23961.0
2020,2,Montana,7116.0
2020,2,Nebraska,6250.0
2020,2,Nevada,33777.0
2020,2,New Brunswick,11.0
2020,2,New Hampshire,2235.0
2020,2,New Jersey,29870.0
2020,2,New Mexico,6307.0
2020,2,New York,67563.0
2020,2,Newfoundland and Labrador,18.0
2020,2,North Carolina,60184.0
2020,2,North Dakota,4253.0
2020,2,Nova Scotia,376.0
2020,2,Ohio,20859.0
2020,2,Oklahoma,7272.0
2020,2,Ontario,13582.0
2020,2,Oregon,20339.0
2020,2,Pennsylvania,40637.0
2020,2,Puerto Rico,13559.0
2020,2,Quebec,4827.0
2020,2,Rhode Island,3777.0
2020,2,Saskatchewan,202.0
2020,2,South Carolina,10705.0
2020,2,South Dakota,3026.0
2020,2,Tennessee,34041.0
2020,2,Texas,132373.0
2020,2,U.S. Pacific Trust Territories and Possessions,4242.0
2020,2,U.S. Virgin Islands,5122.0
2020,2,Utah,21334.0
2020,2,Vermont,1784.0
2020,2,Virginia,50597.0
2020,2,Washington,42054.0
2020,2,West Virginia,1982.0
2020,2,Wisconsin,12189.0
2020,2,Wyoming,2271.0
2020,3,Alabama,7178.0
2020,3,Alaska,42663.0
2020,3,Alberta,2949.0
2020,3,Arizona,38621.0
2020,3,Arkansas,5849.0
2020,3,British Columbia,4258.0
2020,3,California,139009.0
2020,3,Colorado,49770.0
2020,3,Connecticut,5080.0
2020,3,Delaware,10.0
2020,3,Florida,111187.0
2020,3,Georgia,61365.0
2020,3,Hawaii,24495.0
2020,3,Idaho,5848.0
2020,3,Illinois,75352.0
2020,3,Indiana,14210.0
2020,3,Iowa,6366.0
2020,3,Kansas,2925.0
2020,3,Kentucky,24147.0
2020,3,Louisiana,13358.0
2020,3,Maine,3715.0
2020,3,Manitoba,607.0
2020,3,Maryland,16929.0
2020,3,Massachusetts,27550.0
2020,3,Michigan,35894.0
2020,3,Minnesota,28582.0
2020,3,Mississippi,2829.0
2020,3,Missouri,23265.0
2020,3,Montana,6947.0
2020,3,Nebraska,6112.0
2020,3,Nevada,27239.0
2020,3,New Brunswick,6.0
2020,3,New Hampshire,2303.0
2020,3,New Jersey,26740.0
2020,3,New Mexico,6287.0
2020,3,New York,61796.0
2020,3,Newfoundland and Labrador,21.0
2020,3,North Carolina,56170.0
2020,3,North Dakota,4146.0
2020,3,Nova Scotia,315.0
2020,3,Ohio,20568.0
2020,3,Oklahoma,7157.0
2020,3,Ontario,11152.0
2020,3,Oregon,19645.0
2020,3,Pennsylvania,39647.0
2020,3,Puerto Rico,11137.0
2020,3,Quebec,4142.0
2020,3,Rhode Island,3461.0
2020,3,Saskatchewan,173.0
2020,3,South Carolina,10775.0
2020,3,South Dakota,2883.0
2020,3,Tennessee,33530.0
2020,3,Texas,124757.0
2020,3,U.S. Pacific Trust Territories and Possessions,2853.0
2020,3,U.S. Virgin Islands,3206.0
2020,3,Utah,20453.0
2020,3,Vermont,1784.0
2020,3,Virginia,46741.0
2020,3,Washington,38906.0
2020,3,West Virginia,1908.0
2020,3,Wisconsin,11930.0
2020,3,Wyoming,2059.0
2020,4,Alabama,2865.0
2020,4,Alaska,35659.0
2020,4,Alberta,375.0
2020,4,Arizona,15273.0
2020,4,Arkansas,2480.0
2020,4,British Columbia,601.0
2020,4,California,48349.0
2020,4,Colorado,19656.0
2020,4,Connecticut,2229.0
2020,4,Delaware,2.0
2020,4,Florida,34263.0
2020,4,Georgia,20990.0
2020,4,Hawaii,9422.0
2020,4,Idaho,2436.0
2020,4,Illinois,31283.0
2020,4,Indiana,6553.0
2020,4,Iowa,2828.0
2020,4,Kansas,1515.0
2020,4,Kentucky,14862.0
2020,4,Louisiana,4762.0
2020,4,Maine,1698.0
2020,4,Manitoba,152.0
2020,4,Maryland,7956.0
2020,4,Massachusetts,8420.0
2020,4,Michigan,14543.0
2020,4,Minnesota,10760.0
2020,4,Mississippi,1415.0
2020,4,Missouri,10202.0
2020,4,Montana,4017.0
2020,4,Nebraska,2969.0
2020,4,Nevada,9333.0
2020,4,New Brunswick,2.0
2020,4,New Hampshire,1468.0
